['Qh', '6s', '2d', '8h', '3h', 'Kc']
['3h', '5d', 'Jc', 'As', 'Qd', 'Ac']
['7s', '5c', '6h', 'Jd', '4d', '8c']
['7s', '5c', '6h', 'Jd', '4d', '8c']
['7s', '5c', '6h', 'Jd', '4d', '8c']
['7s', '5c', '6h', 'Jd', '4d', '8c']
['7s', '5c', '6h', 'Jd', '4d', '8c']
['3s', '2s', '7c', '6s', 'Tc', '3d']
['3s', '2s', '7c', '6s', 'Tc', '3d']
['3s', '2s', '7c', '6s', 'Tc', '3d']
['3s', '2s', '7c', '6s', 'Tc', '3d']
['3s', '2s', '7c', '6s', 'Tc', '3d']
['6c', '9s', 'Tc', '3c', '4s', '4c']
['6c', '9s', 'Tc', '3c', '4s', '4c']
['6c', '9s', 'Tc', '3c', '4s', '4c']
['6c', '9s', 'Tc', '3c', '4s', '4c']
['6c', '9s', 'Tc', '3c', '4s', '4c']
['8c', 'Qs', '2h', '4d', '7d', '4h']
['8c', 'Qs', '2h', '4d', '7d', '4h']
['8c', 'Qs', '2h', '4d', '7d', '4h']
['8c', 'Qs', '2h', '4d', '7d', '4h']
['8c', 'Qs', '2h', '4d', '7d', '4h']
['Ts', '9c', 'Ks', 'Kh', '7s', '6c']
['Ts', '9c', 'Ks', 'Kh', '7s', '6c']
['Ts', '9c', 'Ks', 'Kh', '7s', '6c']
['Ts', '9c', 'Ks', 'Kh', '7s', '6c']
['Ts', '9c', 'Ks', 'Kh', '7s', '6c']
['9s', 'Js', 'Jc', '8c', '7c', '2s']
['9s', 'Js', 'Jc', '8c', '7c', '2s']
['9s', 'Js', 'Jc', '8c', '7c', '2s']
['9s', 'Js', 'Jc', '8c', '7c', '2s']
['9s', 'Js', 'Jc', '8c', '7c', '2s']
['8c', 'Kh', 'Ts', 'Jh', 'Qs', 'Ks']
['8c', 'Kh', 'Ts', 'Jh', 'Qs', 'Ks']
['8c', 'Kh', 'Ts', 'Jh', 'Qs', 'Ks']
['8c', 'Kh', 'Ts', 'Jh', 'Qs', 'Ks']
['8c', 'Kh', 'Ts', 'Jh', 'Qs', 'Ks']
['Qc', '5h', 'Qs', '2d', '6h', 'Jc']
['Qc', '5h', 'Qs', '2d', '6h', 'Jc']
['Qc', '5h', 'Qs', '2d', '6h', 'Jc']
['Qc', '5h', 'Qs', '2d', '6h', 'Jc']
['Qc', '5h', 'Qs', '2d', '6h', 'Jc']
['7h', '4s', 'Ah', 'Tc', 'Js', '6d']
['7h', '4s', 'Ah', 'Tc', 'Js', '6d']
['7h', '4s', 'Ah', 'Tc', 'Js', '6d']
['7h', '4s', 'Ah', 'Tc', 'Js', '6d']
['7h', '4s', 'Ah', 'Tc', 'Js', '6d']
['8c', 'Jc', '6c', '3h', 'Tc', 'Td']
['8c', 'Jc', '6c', '3h', 'Tc', 'Td']
['8c', 'Jc', '6c', '3h', 'Tc', 'Td']
['8c', 'Jc', '6c', '3h', 'Tc', 'Td']
['8c', 'Jc', '6c', '3h', 'Tc', 'Td']
['4c', 'Kh', '2c', 'Js', 'Qs', 'Kc']
['4c', 'Kh', '2c', 'Js', 'Qs', 'Kc']
['4c', 'Kh', '2c', 'Js', 'Qs', 'Kc']
['4c', 'Kh', '2c', 'Js', 'Qs', 'Kc']
['4c', 'Kh', '2c', 'Js', 'Qs', 'Kc']
['2s', '4h', '3c', 'Kc', 'Jc', 'Ah']
['2s', '4h', '3c', 'Kc', 'Jc', 'Ah']
['2s', '4h', '3c', 'Kc', 'Jc', 'Ah']
['2s', '4h', '3c', 'Kc', 'Jc', 'Ah']
['2s', '4h', '3c', 'Kc', 'Jc', 'Ah']
['9d', '5d', 'Ks', 'Th', '9s', '7d']
['9d', '5d', 'Ks', 'Th', '9s', '7d']
['9d', '5d', 'Ks', 'Th', '9s', '7d']
['9d', '5d', 'Ks', 'Th', '9s', '7d']
['9d', '5d', 'Ks', 'Th', '9s', '7d']
['3s', '9d', 'Tc', 'Qs', 'Jc', '2h']
['3s', '9d', 'Tc', 'Qs', 'Jc', '2h']
['3s', '9d', 'Tc', 'Qs', 'Jc', '2h']
['3s', '9d', 'Tc', 'Qs', 'Jc', '2h']
['3s', '9d', 'Tc', 'Qs', 'Jc', '2h']
['4s', '9d', '7s', 'Ac', '6c', '8s']
['4s', '9d', '7s', 'Ac', '6c', '8s']
['4s', '9d', '7s', 'Ac', '6c', '8s']
['4s', '9d', '7s', 'Ac', '6c', '8s']
['4s', '9d', '7s', 'Ac', '6c', '8s']
['4d', '8c', 'Ac', '5s', 'Jh', '7c']
['4d', '8c', 'Ac', '5s', 'Jh', '7c']
['4d', '8c', 'Ac', '5s', 'Jh', '7c']
['4d', '8c', 'Ac', '5s', 'Jh', '7c']
['4d', '8c', 'Ac', '5s', 'Jh', '7c']
['5d', '2s', '6s', 'Ts', '9c', 'Jc']
['5d', '2s', '6s', 'Ts', '9c', 'Jc']
['5d', '2s', '6s', 'Ts', '9c', 'Jc']
['5d', '2s', '6s', 'Ts', '9c', 'Jc']
['5d', '2s', '6s', 'Ts', '9c', 'Jc']
['Jh', 'Qc', '8c', '8s', '6h', 'Td']
['Jh', 'Qc', '8c', '8s', '6h', 'Td']
['Jh', 'Qc', '8c', '8s', '6h', 'Td']
['Jh', 'Qc', '8c', '8s', '6h', 'Td']
['Jh', 'Qc', '8c', '8s', '6h', 'Td']
['2h', '9s', 'Jd', 'As', '3s', '5h']
['2h', '9s', 'Jd', 'As', '3s', '5h']
['2h', '9s', 'Jd', 'As', '3s', '5h']
['2h', '9s', 'Jd', 'As', '3s', '5h']
['2h', '9s', 'Jd', 'As', '3s', '5h']
['Qh', 'Qd', 'Ad', 'Ts', '2d', '5s']
['Qh', 'Qd', 'Ad', 'Ts', '2d', '5s']
['Qh', 'Qd', 'Ad', 'Ts', '2d', '5s']
['Qh', 'Qd', 'Ad', 'Ts', '2d', '5s']
['Qh', 'Qd', 'Ad', 'Ts', '2d', '5s']
['6c', '9d', 'Td', '3c', '4d', '5c']
['6c', '9d', 'Td', '3c', '4d', '5c']
['6c', '9d', 'Td', '3c', '4d', '5c']
['6c', '9d', 'Td', '3c', '4d', '5c']
['6c', '9d', 'Td', '3c', '4d', '5c']
['4d', '2h', '3d', 'Jd', '8d', '5s']
['4d', '2h', '3d', 'Jd', '8d', '5s']
['4d', '2h', '3d', 'Jd', '8d', '5s']
['4d', '2h', '3d', 'Jd', '8d', '5s']
['4d', '2h', '3d', 'Jd', '8d', '5s']
['2d', '4c', '7s', '3h', '9s', '5h']
['2d', '4c', '7s', '3h', '9s', '5h']
['2d', '4c', '7s', '3h', '9s', '5h']
['2d', '4c', '7s', '3h', '9s', '5h']
['2d', '4c', '7s', '3h', '9s', '5h']
['7h', 'Ad', 'Qd', 'Jc', '5d', 'Kd']
['7h', 'Ad', 'Qd', 'Jc', '5d', 'Kd']
['7h', 'Ad', 'Qd', 'Jc', '5d', 'Kd']
['7h', 'Ad', 'Qd', 'Jc', '5d', 'Kd']
['7h', 'Ad', 'Qd', 'Jc', '5d', 'Kd']
['Qc', '4s', 'As', '8d', '8c', '9c']
['Qc', '4s', 'As', '8d', '8c', '9c']
['Qc', '4s', 'As', '8d', '8c', '9c']
['Qc', '4s', 'As', '8d', '8c', '9c']
['Qc', '4s', 'As', '8d', '8c', '9c']
['8d', '9s', '7d', '4s', 'Kh', 'Qd']
['8d', '9s', '7d', '4s', 'Kh', 'Qd']
['8d', '9s', '7d', '4s', 'Kh', 'Qd']
['8d', '9s', '7d', '4s', 'Kh', 'Qd']
['8d', '9s', '7d', '4s', 'Kh', 'Qd']
['Ah', '4d', '9s', '4c', '5d', '2c']
['Ah', '4d', '9s', '4c', '5d', '2c']
['Ah', '4d', '9s', '4c', '5d', '2c']
['Ah', '4d', '9s', '4c', '5d', '2c']
['Ah', '4d', '9s', '4c', '5d', '2c']
['6h', '3h', '8d', '6c', 'Ts', 'Js']
['6h', '3h', '8d', '6c', 'Ts', 'Js']
['6h', '3h', '8d', '6c', 'Ts', 'Js']
['6h', '3h', '8d', '6c', 'Ts', 'Js']
['6h', '3h', '8d', '6c', 'Ts', 'Js']
['2h', '5c', 'Kc', '5h', '9s', '7d']
['2h', '5c', 'Kc', '5h', '9s', '7d']
['2h', '5c', 'Kc', '5h', '9s', '7d']
['2h', '5c', 'Kc', '5h', '9s', '7d']
['2h', '5c', 'Kc', '5h', '9s', '7d']
['Kd', '3h', '4c', 'Qc', '5s', '6d']
['Kd', '3h', '4c', 'Qc', '5s', '6d']
['Kd', '3h', '4c', 'Qc', '5s', '6d']
['Kd', '3h', '4c', 'Qc', '5s', '6d']
['Kd', '3h', '4c', 'Qc', '5s', '6d']
['6s', '4c', 'Ks', '4s', 'Jh', 'Th']
['6s', '4c', 'Ks', '4s', 'Jh', 'Th']
['6s', '4c', 'Ks', '4s', 'Jh', 'Th']
['6s', '4c', 'Ks', '4s', 'Jh', 'Th']
['6s', '4c', 'Ks', '4s', 'Jh', 'Th']
['Qh', '2d', '8h', '7s', 'Qc', '2s']
['Qh', '2d', '8h', '7s', 'Qc', '2s']
['Qh', '2d', '8h', '7s', 'Qc', '2s']
['Qh', '2d', '8h', '7s', 'Qc', '2s']
['Qh', '2d', '8h', '7s', 'Qc', '2s']
['Qd', '3c', '6c', '2c', 'Kd', '8c']
['Qd', '3c', '6c', '2c', 'Kd', '8c']
['Qd', '3c', '6c', '2c', 'Kd', '8c']
['Qd', '3c', '6c', '2c', 'Kd', '8c']
['Qd', '3c', '6c', '2c', 'Kd', '8c']
['Th', '9c', '2s', '5d', '3s', '5c']
['Th', '9c', '2s', '5d', '3s', '5c']
['Th', '9c', '2s', '5d', '3s', '5c']
['Th', '9c', '2s', '5d', '3s', '5c']
['Th', '9c', '2s', '5d', '3s', '5c']
['2h', '6c', 'Kc', '4s', '3h', '4d']
['2h', '6c', 'Kc', '4s', '3h', '4d']
['2h', '6c', 'Kc', '4s', '3h', '4d']
['2h', '6c', 'Kc', '4s', '3h', '4d']
['2h', '6c', 'Kc', '4s', '3h', '4d']
['Td', '5d', '3d', 'Ac', '6d', '7h']
['Td', '5d', '3d', 'Ac', '6d', '7h']
['Td', '5d', '3d', 'Ac', '6d', '7h']
['Td', '5d', '3d', 'Ac', '6d', '7h']
['Td', '5d', '3d', 'Ac', '6d', '7h']
['5d', '4h', '3c', 'Ts', '2h', '9h']
['5d', '4h', '3c', 'Ts', '2h', '9h']
['5d', '4h', '3c', 'Ts', '2h', '9h']
['5d', '4h', '3c', 'Ts', '2h', '9h']
['5d', '4h', '3c', 'Ts', '2h', '9h']
['Ad', '7d', '8h', '6c', '8s', 'Qc']
['Ad', '7d', '8h', '6c', '8s', 'Qc']
['Ad', '7d', '8h', '6c', '8s', 'Qc']
['Ad', '7d', '8h', '6c', '8s', 'Qc']
['Ad', '7d', '8h', '6c', '8s', 'Qc']
['3h', '3s', '5s', 'Jd', 'Kh', '8c']
['3h', '3s', '5s', 'Jd', 'Kh', '8c']
['3h', '3s', '5s', 'Jd', 'Kh', '8c']
['3h', '3s', '5s', 'Jd', 'Kh', '8c']
['3h', '3s', '5s', 'Jd', 'Kh', '8c']
['4c', 'Qh', '4h', '2s', '6h', 'Kh']
['4c', 'Qh', '4h', '2s', '6h', 'Kh']
['4c', 'Qh', '4h', '2s', '6h', 'Kh']
['4c', 'Qh', '4h', '2s', '6h', 'Kh']
['4c', 'Qh', '4h', '2s', '6h', 'Kh']
['Ac', '8s', 'Ah', '7c', '8h', 'Ks']
['Ac', '8s', 'Ah', '7c', '8h', 'Ks']
['Ac', '8s', 'Ah', '7c', '8h', 'Ks']
['Ac', '8s', 'Ah', '7c', '8h', 'Ks']
['Ac', '8s', 'Ah', '7c', '8h', 'Ks']
['Ah', '7c', '8h', '2c', '9c', '6s']
['Ah', '7c', '8h', '2c', '9c', '6s']
['Ah', '7c', '8h', '2c', '9c', '6s']
['Ah', '7c', '8h', '2c', '9c', '6s']
['Ah', '7c', '8h', '2c', '9c', '6s']
['7c', '7d', '2s', 'Jd', 'Ah', 'Ks']
['7c', '7d', '2s', 'Jd', 'Ah', 'Ks']
['7c', '7d', '2s', 'Jd', 'Ah', 'Ks']
['7c', '7d', '2s', 'Jd', 'Ah', 'Ks']
['7c', '7d', '2s', 'Jd', 'Ah', 'Ks']
['4s', '5h', 'Tc', '7h', '2s', '3d']
['4s', '5h', 'Tc', '7h', '2s', '3d']
['4s', '5h', 'Tc', '7h', '2s', '3d']
['4s', '5h', 'Tc', '7h', '2s', '3d']
['4s', '5h', 'Tc', '7h', '2s', '3d']
['7h', '3c', 'Kd', '8h', 'Jc', 'Kh']
['7h', '3c', 'Kd', '8h', 'Jc', 'Kh']
['7h', '3c', 'Kd', '8h', 'Jc', 'Kh']
['7h', '3c', 'Kd', '8h', 'Jc', 'Kh']
['7h', '3c', 'Kd', '8h', 'Jc', 'Kh']
['5c', 'Ah', 'Qs', 'Jh', '9h', '4s']
['5c', 'Ah', 'Qs', 'Jh', '9h', '4s']
['5c', 'Ah', 'Qs', 'Jh', '9h', '4s']
['5c', 'Ah', 'Qs', 'Jh', '9h', '4s']
['5c', 'Ah', 'Qs', 'Jh', '9h', '4s']
['Qh', '8s', '3c', '2h', '8d', 'Js']
['Qh', '8s', '3c', '2h', '8d', 'Js']
['Qh', '8s', '3c', '2h', '8d', 'Js']
['Qh', '8s', '3c', '2h', '8d', 'Js']
['Qh', '8s', '3c', '2h', '8d', 'Js']
['9s', '8c', 'Jh', '8d', 'Ac', '3c']
['9s', '8c', 'Jh', '8d', 'Ac', '3c']
['9s', '8c', 'Jh', '8d', 'Ac', '3c']
['9s', '8c', 'Jh', '8d', 'Ac', '3c']
['9s', '8c', 'Jh', '8d', 'Ac', '3c']
['5h', '9c', '6d', '6h', '3d', 'Kh']
['5h', '9c', '6d', '6h', '3d', 'Kh']
['5h', '9c', '6d', '6h', '3d', 'Kh']
['5h', '9c', '6d', '6h', '3d', 'Kh']
['5h', '9c', '6d', '6h', '3d', 'Kh']
['4h', 'Qd', '8d', '2s', '9d', '5h']
['4h', 'Qd', '8d', '2s', '9d', '5h']
['4h', 'Qd', '8d', '2s', '9d', '5h']
['4h', 'Qd', '8d', '2s', '9d', '5h']
['4h', 'Qd', '8d', '2s', '9d', '5h']
['5h', '2h', '9d', '3h', 'Jd', 'As']
['5h', '2h', '9d', '3h', 'Jd', 'As']
['5h', '2h', '9d', '3h', 'Jd', 'As']
['5h', '2h', '9d', '3h', 'Jd', 'As']
['5h', '2h', '9d', '3h', 'Jd', 'As']
['Ks', '4c', '4h', '2d', '3d', 'As']
['Ks', '4c', '4h', '2d', '3d', 'As']
['Ks', '4c', '4h', '2d', '3d', 'As']
['Ks', '4c', '4h', '2d', '3d', 'As']
['Ks', '4c', '4h', '2d', '3d', 'As']
['7s', 'Td', '2h', 'Jc', 'Qc', 'Jd']
['7s', 'Td', '2h', 'Jc', 'Qc', 'Jd']
['7s', 'Td', '2h', 'Jc', 'Qc', 'Jd']
['7s', 'Td', '2h', 'Jc', 'Qc', 'Jd']
['7s', 'Td', '2h', 'Jc', 'Qc', 'Jd']
['7c', '9d', '2s', 'Js', '8s', '3d']
['7c', '9d', '2s', 'Js', '8s', '3d']
['7c', '9d', '2s', 'Js', '8s', '3d']
['7c', '9d', '2s', 'Js', '8s', '3d']
['7c', '9d', '2s', 'Js', '8s', '3d']
['Ah', '4h', '4d', '6d', '8d', '6h']
['Ah', '4h', '4d', '6d', '8d', '6h']
['Ah', '4h', '4d', '6d', '8d', '6h']
['Ah', '4h', '4d', '6d', '8d', '6h']
['Ah', '4h', '4d', '6d', '8d', '6h']
['4c', 'Qs', '3h', 'Td', 'Ah', 'Jd']
['4c', 'Qs', '3h', 'Td', 'Ah', 'Jd']
['4c', 'Qs', '3h', 'Td', 'Ah', 'Jd']
['4c', 'Qs', '3h', 'Td', 'Ah', 'Jd']
['4c', 'Qs', '3h', 'Td', 'Ah', 'Jd']
['2c', '6h', '8s', '4h', 'Ts', 'Qs']
['2c', '6h', '8s', '4h', 'Ts', 'Qs']
['2c', '6h', '8s', '4h', 'Ts', 'Qs']
['2c', '6h', '8s', '4h', 'Ts', 'Qs']
['2c', '6h', '8s', '4h', 'Ts', 'Qs']
['Ad', 'Tc', 'Ah', '7d', '4d', '3c']
['Ad', 'Tc', 'Ah', '7d', '4d', '3c']
['Ad', 'Tc', 'Ah', '7d', '4d', '3c']
['Ad', 'Tc', 'Ah', '7d', '4d', '3c']
['Ad', 'Tc', 'Ah', '7d', '4d', '3c']
['5d', 'Td', '9h', 'Ac', '6s', '5c']
['5d', 'Td', '9h', 'Ac', '6s', '5c']
['5d', 'Td', '9h', 'Ac', '6s', '5c']
['5d', 'Td', '9h', 'Ac', '6s', '5c']
['5d', 'Td', '9h', 'Ac', '6s', '5c']
['7d', '6c', 'Ad', '7h', '5d', '6h']
['7d', '6c', 'Ad', '7h', '5d', '6h']
['7d', '6c', 'Ad', '7h', '5d', '6h']
['7d', '6c', 'Ad', '7h', '5d', '6h']
['7d', '6c', 'Ad', '7h', '5d', '6h']
['8s', '2d', '5h', 'Ks', '6d', 'Qc']
['8s', '2d', '5h', 'Ks', '6d', 'Qc']
['8s', '2d', '5h', 'Ks', '6d', 'Qc']
['8s', '2d', '5h', 'Ks', '6d', 'Qc']
['8s', '2d', '5h', 'Ks', '6d', 'Qc']
['9s', 'As', '6c', '4h', 'Kc', '5h']
['9s', 'As', '6c', '4h', 'Kc', '5h']
['9s', 'As', '6c', '4h', 'Kc', '5h']
['9s', 'As', '6c', '4h', 'Kc', '5h']
['9s', 'As', '6c', '4h', 'Kc', '5h']
['9c', 'Th', 'Jd', '8h', 'Qc', '9d']
['9c', 'Th', 'Jd', '8h', 'Qc', '9d']
['9c', 'Th', 'Jd', '8h', 'Qc', '9d']
['9c', 'Th', 'Jd', '8h', 'Qc', '9d']
['9c', 'Th', 'Jd', '8h', 'Qc', '9d']
['7s', '3c', 'Ah', '8h', 'Js', 'Ts']
['7s', '3c', 'Ah', '8h', 'Js', 'Ts']
['7s', '3c', 'Ah', '8h', 'Js', 'Ts']
['7s', '3c', 'Ah', '8h', 'Js', 'Ts']
['7s', '3c', 'Ah', '8h', 'Js', 'Ts']
['6c', 'Th', '7h', '5s', 'Js', 'Jh']
['6c', 'Th', '7h', '5s', 'Js', 'Jh']
['6c', 'Th', '7h', '5s', 'Js', 'Jh']
['6c', 'Th', '7h', '5s', 'Js', 'Jh']
['6c', 'Th', '7h', '5s', 'Js', 'Jh']
['2d', '9s', '9h', 'Qs', '6s', 'Tc']
['2d', '9s', '9h', 'Qs', '6s', 'Tc']
['2d', '9s', '9h', 'Qs', '6s', 'Tc']
['2d', '9s', '9h', 'Qs', '6s', 'Tc']
['2d', '9s', '9h', 'Qs', '6s', 'Tc']
['Jd', '5h', '3d', 'Kh', 'Qh', '2h']
['Jd', '5h', '3d', 'Kh', 'Qh', '2h']
['Jd', '5h', '3d', 'Kh', 'Qh', '2h']
['Jd', '5h', '3d', 'Kh', 'Qh', '2h']
['Jd', '5h', '3d', 'Kh', 'Qh', '2h']
['Qh', '8d', 'Kc', '9h', '4c', '5s']
['Qh', '8d', 'Kc', '9h', '4c', '5s']
['Qh', '8d', 'Kc', '9h', '4c', '5s']
['Qh', '8d', 'Kc', '9h', '4c', '5s']
['Qh', '8d', 'Kc', '9h', '4c', '5s']
['Ac', '5c', 'Qh', '9s', '6h', '7s']
['Ac', '5c', 'Qh', '9s', '6h', '7s']
['Ac', '5c', 'Qh', '9s', '6h', '7s']
['Ac', '5c', 'Qh', '9s', '6h', '7s']
['Ac', '5c', 'Qh', '9s', '6h', '7s']
['7h', '6h', '4c', 'Ah', 'Jc', 'Js']
['7h', '6h', '4c', 'Ah', 'Jc', 'Js']
['7h', '6h', '4c', 'Ah', 'Jc', 'Js']
['7h', '6h', '4c', 'Ah', 'Jc', 'Js']
['7h', '6h', '4c', 'Ah', 'Jc', 'Js']
['Td', '7s', 'Th', '4d', '5d', '2s']
['Td', '7s', 'Th', '4d', '5d', '2s']
['Td', '7s', 'Th', '4d', '5d', '2s']
['Td', '7s', 'Th', '4d', '5d', '2s']
['Td', '7s', 'Th', '4d', '5d', '2s']
['5h', 'Kc', '6d', '8c', 'Jh', '8d']
['5h', 'Kc', '6d', '8c', 'Jh', '8d']
['5h', 'Kc', '6d', '8c', 'Jh', '8d']
['5h', 'Kc', '6d', '8c', 'Jh', '8d']
['5h', 'Kc', '6d', '8c', 'Jh', '8d']
['2c', '5d', 'Jh', '3h', 'Ah', '3s']
['2c', '5d', 'Jh', '3h', 'Ah', '3s']
['2c', '5d', 'Jh', '3h', 'Ah', '3s']
['2c', '5d', 'Jh', '3h', 'Ah', '3s']
['2c', '5d', 'Jh', '3h', 'Ah', '3s']
['8c', '7s', 'Qc', 'Ts', '5s', 'Qd']
['8c', '7s', 'Qc', 'Ts', '5s', 'Qd']
['8c', '7s', 'Qc', 'Ts', '5s', 'Qd']
['8c', '7s', 'Qc', 'Ts', '5s', 'Qd']
['8c', '7s', 'Qc', 'Ts', '5s', 'Qd']
['2h', '8h', '4d', '2c', '5s', 'Jh']
['2h', '8h', '4d', '2c', '5s', 'Jh']
['2h', '8h', '4d', '2c', '5s', 'Jh']
['2h', '8h', '4d', '2c', '5s', 'Jh']
['2h', '8h', '4d', '2c', '5s', 'Jh']
['2c', 'Ac', '5d', '8h', '4c', '4h']
['2c', 'Ac', '5d', '8h', '4c', '4h']
['2c', 'Ac', '5d', '8h', '4c', '4h']
['2c', 'Ac', '5d', '8h', '4c', '4h']
['2c', 'Ac', '5d', '8h', '4c', '4h']
['Tc', '5s', '4s', '4d', '6s', '5h']
['Tc', '5s', '4s', '4d', '6s', '5h']
['Tc', '5s', '4s', '4d', '6s', '5h']
['Tc', '5s', '4s', '4d', '6s', '5h']
['Tc', '5s', '4s', '4d', '6s', '5h']
['Ks', '2h', 'Kd', '6s', '9s', 'Tc']
['Ks', '2h', 'Kd', '6s', '9s', 'Tc']
['Ks', '2h', 'Kd', '6s', '9s', 'Tc']
['Ks', '2h', 'Kd', '6s', '9s', 'Tc']
['Ks', '2h', 'Kd', '6s', '9s', 'Tc']
['6s', '6c', '2h', 'Ks', '8s', '2d']
['6s', '6c', '2h', 'Ks', '8s', '2d']
['6s', '6c', '2h', 'Ks', '8s', '2d']
['6s', '6c', '2h', 'Ks', '8s', '2d']
['6s', '6c', '2h', 'Ks', '8s', '2d']
['4s', 'Qd', 'Qh', '9d', '9s', '6h']
['4s', 'Qd', 'Qh', '9d', '9s', '6h']
['4s', 'Qd', 'Qh', '9d', '9s', '6h']
['4s', 'Qd', 'Qh', '9d', '9s', '6h']
['4s', 'Qd', 'Qh', '9d', '9s', '6h']
['2d', '9c', 'Ts', '2c', 'Kh', '5s']
['2d', '9c', 'Ts', '2c', 'Kh', '5s']
['2d', '9c', 'Ts', '2c', 'Kh', '5s']
['2d', '9c', 'Ts', '2c', 'Kh', '5s']
['2d', '9c', 'Ts', '2c', 'Kh', '5s']
['Jd', '4h', 'Ac', '9h', '2c', '5s']
['Jd', '4h', 'Ac', '9h', '2c', '5s']
['Jd', '4h', 'Ac', '9h', '2c', '5s']
['Jd', '4h', 'Ac', '9h', '2c', '5s']
['Jd', '4h', 'Ac', '9h', '2c', '5s']
['3d', 'Ah', '6h', '2d', '6d', '4c']
['3d', 'Ah', '6h', '2d', '6d', '4c']
['3d', 'Ah', '6h', '2d', '6d', '4c']
['3d', 'Ah', '6h', '2d', '6d', '4c']
['3d', 'Ah', '6h', '2d', '6d', '4c']
['5d', '6h', '3d', '4d', '8s', 'Tc']
['5d', '6h', '3d', '4d', '8s', 'Tc']
['5d', '6h', '3d', '4d', '8s', 'Tc']
['5d', '6h', '3d', '4d', '8s', 'Tc']
['5d', '6h', '3d', '4d', '8s', 'Tc']
['4d', 'Qc', '6c', 'Ks', '9s', '8s']
['4d', 'Qc', '6c', 'Ks', '9s', '8s']
['4d', 'Qc', '6c', 'Ks', '9s', '8s']
['4d', 'Qc', '6c', 'Ks', '9s', '8s']
['4d', 'Qc', '6c', 'Ks', '9s', '8s']
['Qs', 'Ks', '5s', 'Qc', '6d', '7c']
['Qs', 'Ks', '5s', 'Qc', '6d', '7c']
['Qs', 'Ks', '5s', 'Qc', '6d', '7c']
['Qs', 'Ks', '5s', 'Qc', '6d', '7c']
['Qs', 'Ks', '5s', 'Qc', '6d', '7c']
['Jd', '9h', '9c', 'Tc', '8d', '6c']
['Jd', '9h', '9c', 'Tc', '8d', '6c']
['Jd', '9h', '9c', 'Tc', '8d', '6c']
['Jd', '9h', '9c', 'Tc', '8d', '6c']
['Jd', '9h', '9c', 'Tc', '8d', '6c']
['Qc', '4s', '8c', 'Td', '8d', 'Th']
['Qc', '4s', '8c', 'Td', '8d', 'Th']
['Qc', '4s', '8c', 'Td', '8d', 'Th']
['Qc', '4s', '8c', 'Td', '8d', 'Th']
['Qc', '4s', '8c', 'Td', '8d', 'Th']
['7s', '8s', '5s', '3s', 'Th', '8d']
['7s', '8s', '5s', '3s', 'Th', '8d']
['7s', '8s', '5s', '3s', 'Th', '8d']
['7s', '8s', '5s', '3s', 'Th', '8d']
['7s', '8s', '5s', '3s', 'Th', '8d']
['9d', '3h', '2h', 'Jc', 'Qh', '6c']
['9d', '3h', '2h', 'Jc', 'Qh', '6c']
['9d', '3h', '2h', 'Jc', 'Qh', '6c']
['9d', '3h', '2h', 'Jc', 'Qh', '6c']
['9d', '3h', '2h', 'Jc', 'Qh', '6c']
['7h', '2d', 'Qd', '3d', 'Kc', '4c']
['7h', '2d', 'Qd', '3d', 'Kc', '4c']
['7h', '2d', 'Qd', '3d', 'Kc', '4c']
['7h', '2d', 'Qd', '3d', 'Kc', '4c']
['7h', '2d', 'Qd', '3d', 'Kc', '4c']
['3h', '6h', '5h', 'Tc', 'Qd', '8c']
['3h', '6h', '5h', 'Tc', 'Qd', '8c']
['3h', '6h', '5h', 'Tc', 'Qd', '8c']
['3h', '6h', '5h', 'Tc', 'Qd', '8c']
['3h', '6h', '5h', 'Tc', 'Qd', '8c']
['Ac', '5d', 'As', '6s', 'Th', '4d']
['Ac', '5d', 'As', '6s', 'Th', '4d']
['Ac', '5d', 'As', '6s', 'Th', '4d']
['Ac', '5d', 'As', '6s', 'Th', '4d']
['Ac', '5d', 'As', '6s', 'Th', '4d']
['3h', 'Jd', '5c', '2h', 'Qc', '5h']
['3h', 'Jd', '5c', '2h', 'Qc', '5h']
['3h', 'Jd', '5c', '2h', 'Qc', '5h']
['3h', 'Jd', '5c', '2h', 'Qc', '5h']
['3h', 'Jd', '5c', '2h', 'Qc', '5h']
['2d', 'Qh', 'Jc', '3s', '9s', '7d']
['2d', 'Qh', 'Jc', '3s', '9s', '7d']
['2d', 'Qh', 'Jc', '3s', '9s', '7d']
['2d', 'Qh', 'Jc', '3s', '9s', '7d']
['2d', 'Qh', 'Jc', '3s', '9s', '7d']
['3h', 'Js', '5s', '6c', '9h', '4h']
['3h', 'Js', '5s', '6c', '9h', '4h']
['3h', 'Js', '5s', '6c', '9h', '4h']
['3h', 'Js', '5s', '6c', '9h', '4h']
['3h', 'Js', '5s', '6c', '9h', '4h']
['Td', '4d', '7h', '4c', 'Qd', '7c']
['Td', '4d', '7h', '4c', 'Qd', '7c']
['Td', '4d', '7h', '4c', 'Qd', '7c']
['Td', '4d', '7h', '4c', 'Qd', '7c']
['Td', '4d', '7h', '4c', 'Qd', '7c']
['2c', '9s', '6s', '8s', '4s', '4d']
['2c', '9s', '6s', '8s', '4s', '4d']
['2c', '9s', '6s', '8s', '4s', '4d']
['2c', '9s', '6s', '8s', '4s', '4d']
['2c', '9s', '6s', '8s', '4s', '4d']
['7s', 'Jc', 'Th', '5c', 'Ah', 'Jh']
